Datum,"Nutzergewinnung (Neue Nutzer, Alle Ereignisse, Pro Intervall, Täglich): Alle Länder/Regionen","Nutzergewinnung (Neue Nutzer, Alle Ereignisse, Pro Intervall, Täglich): Kanada",Hinweise
29. Apr. 2022,0,0,
30. Apr. 2022,0,0,
1. Mai 2022,0,0,
2. Mai 2022,0,0,
3. Mai 2022,0,0,
4. Mai 2022,0,0,
5. Mai 2022,0,0,
6. Mai 2022,0,0,
7. Mai 2022,0,0,
8. Mai 2022,0,0,
9. Mai 2022,0,0,
10. Mai 2022,0,0,
11. Mai 2022,0,0,
12. Mai 2022,0,0,
13. Mai 2022,0,0,
14. Mai 2022,0,0,
15. Mai 2022,0,0,
16. Mai 2022,0,0,
17. Mai 2022,0,0,
18. Mai 2022,0,0,
19. Mai 2022,0,0,
20. Mai 2022,0,0,
21. Mai 2022,0,0,
22. Mai 2022,0,0,
23. Mai 2022,0,0,
24. Mai 2022,0,0,
25. Mai 2022,0,0,
26. Mai 2022,0,0,
27. Mai 2022,0,0,
28. Mai 2022,0,0,
29. Mai 2022,0,0,
30. Mai 2022,0,0,
31. Mai 2022,0,0,
1. Juni 2022,0,0,
2. Juni 2022,0,0,
3. Juni 2022,1,0,
4. Juni 2022,0,0,
5. Juni 2022,0,0,
6. Juni 2022,0,0,
7. Juni 2022,0,0,
8. Juni 2022,0,0,
9. Juni 2022,0,0,
10. Juni 2022,0,0,
11. Juni 2022,0,0,
12. Juni 2022,0,0,
13. Juni 2022,1,1,
14. Juni 2022,0,0,
15. Juni 2022,0,0,
16. Juni 2022,0,0,
17. Juni 2022,0,0,
18. Juni 2022,0,0,
19. Juni 2022,0,0,
20. Juni 2022,0,0,
21. Juni 2022,0,0,
22. Juni 2022,0,0,
23. Juni 2022,0,0,
24. Juni 2022,0,0,
25. Juni 2022,0,0,
